====================================================================================================
RL TRAINING LOG
====================================================================================================

Training Period: Episodes 0 to 1999
Total Episodes: 2000

EPISODE-BY-EPISODE P&L TRENDS
----------------------------------------------------------------------------------------------------
Episode    P&L             Reward          Loss            Steps     
140        $-2118.50       -139.65         44.301608       1103      
141        $-2001.00       -24.84          0.217700        1331      
142        $-861.50        1112.45         1929.822096     2914      
143        $-1412.00       565.50          695.561909      2057      
144        $-2422.25       -446.48         546.226960      1365      
145        $-2004.00       -25.27          3.977765        1437      
146        $-2133.25       -155.34         49.376875       1152      
147        $-1611.75       365.76          539.809703      1201      
148        $-2004.50       -24.63          0.209817        1329      
149        $-2003.25       -27.11          0.455753        2873      
150        $-2461.50       -482.84         693.226625      1362      
151        $-2000.25       -26.52          0.048190        2103      
152        $-2259.50       -282.82         108.865623      2122      
153        $-2125.00       -148.85         45.999627       1153      
154        $-2000.50       -24.47          0.656204        1199      
155        $-1709.00       270.72          350.603717      1172      
156        $-2000.25       -24.28          0.309984        1129      
157        $-1402.75       576.98          1089.514877     1406      
158        $-1428.25       546.54          706.668942      1862      
159        $-1724.00       252.57          232.862183      1326      
160        $-1699.75       276.77          380.974727      1011      
161        $-1388.50       589.36          1172.132398     1336      
162        $-2003.25       -26.33          4.102124        2138      
163        $-2001.25       -23.68          0.554683        1036      
164        $-2653.25       -680.12         725.068541      2675      
165        $-2004.50       -24.11          0.074148        1025      
166        $-2003.50       -23.38          0.063854        838       
167        $-2648.75       -673.56         732.572003      2508      
168        $-2002.25       -24.01          -0.039552       1008      
169        $-2762.50       -784.88         1669.054054     1556      
170        $-2002.50       -25.76          0.030421        1795      
171        $-2003.50       -26.48          0.004267        2116      
172        $-2161.00       -184.14         83.710153       1244      
173        $-1606.25       373.12          529.420954      1268      
174        $-2271.75       -294.45         251.857679      1195      
175        $-1653.00       325.68          494.215134      1073      
176        $-2339.25       -363.27         270.029626      1589      
177        $-1745.75       234.84          273.786909      1185      
178        $-2360.00       -382.08         322.668666      1596      
179        $-2002.75       -24.30          0.414524        1191      
180        $-2691.75       -714.41         1342.826265     1409      
181        $-2896.50       -918.07         1906.699055     1746      
182        $-2005.00       -24.57          1.091071        1211      
183        $-2107.00       -131.36         36.807806       1272      
184        $-2001.50       -24.30          0.020898        1159      
185        $-2003.25       -24.74          0.603605        1347      
186        $-2001.75       -24.73          -0.035462       1507      
187        $-2319.75       -344.73         179.458676      2299      
188        $-1161.00       815.91          1177.582610     2600      
189        $-1371.25       602.37          653.898251      2734      
190        $-1405.50       574.08          841.757968      1842      
191        $-1796.75       180.39          125.305373      1448      
192        $-2638.00       -661.55         1257.873002     1333      
193        $-3382.75       -1411.54        2935.753765     2628      
194        $-2075.00       -99.92          10.723225       2039      
195        $-2317.75       -341.51         273.852424      1522      
196        $-1763.00       212.94          166.360049      1499      
197        $-2140.00       -163.65         43.011716       1535      
198        $-2003.25       -24.22          2.161711        1144      
199        $-1365.75       613.30          1409.793941     1247      
200        $-2531.00       -551.08         1048.593451     1229      
201        $-2301.75       -325.15         318.339495      1137      
202        $-2001.25       -24.68          2.816771        1366      
203        $-1878.75       96.36           45.920616       1813      
204        $-2000.75       -24.84          1.251122        1556      
205        $-2389.75       -410.00         406.153344      1370      
206        $-1800.75       174.51          141.432399      1372      
207        $-2000.50       -25.04          2.046555        1777      
208        $-1756.00       224.02          242.098689      1039      
209        $-2715.00       -738.62         1776.000689     1171      
210        $-1637.25       341.29          356.204291      1552      
211        $-2216.00       -238.93         151.378975      1174      
212        $-2001.50       -25.26          3.476924        1229      
213        $-1610.75       362.61          529.080866      1141      
214        $-2118.00       -141.82         52.019279       1347      
215        $-2195.00       -218.65         96.003349       1408      
216        $-2000.75       -24.40          1.206250        1161      
217        $-2401.75       -425.11         636.557068      978       
218        $-2144.50       -168.03         66.796153       1056      
219        $-1674.75       302.80          397.404378      1242      
220        $-2019.75       -42.80          0.774842        1200      
221        $-1851.00       125.14          101.025208      1115      
222        $-2001.50       -24.62          0.760168        1252      
223        $-2548.00       -570.14         957.909583      1216      
224        $-1804.25       172.50          143.636799      1254      
225        $-2242.25       -266.01         195.006893      1170      
226        $-1939.75       38.29           20.497070       1122      
227        $-781.50        1196.65         5138.164398     1252      
228        $-2254.50       -277.32         146.622382      1737      
229        $-1872.50       101.79          48.638805       1405      
230        $-2164.25       -187.34         88.383324       986       
231        $-2004.75       -24.54          1.194355        1111      
232        $-2135.25       -157.72         72.869511       1039      
233        $-2095.25       -117.40         20.425264       964       
234        $-2119.00       -141.32         55.597108       967       
235        $-2214.50       -233.61         153.869940      1116      
236        $-2003.50       -24.52          0.358481        1128      
237        $-2147.25       -171.01         70.325417       909       
238        $-1784.25       190.90          150.007498      1249      
239        $-1112.75       863.95          3104.129096     1078      
240        $-2002.75       -24.61          4.201857        1136      
241        $-2304.50       -328.11         440.860466      865       
242        $-571.25        1406.96         6615.175252     1266      
243        $-1756.00       220.75          260.222793      1048      
244        $-2003.50       -23.88          7.788833        857       
245        $-2675.75       -699.59         1991.232638     916       
246        $-2002.25       -23.67          1.985848        841       
247        $-2132.25       -154.39         79.024257       798       
248        $-1080.50       899.78          4257.651705     823       
249        $-2001.75       -23.31          11.149105       730       
250        $-1867.75       109.55          78.973935       985       
251        $-2246.25       -267.40         218.607840      1083      
252        $-1850.00       128.77          110.920633      982       
253        $-1746.25       230.31          292.253032      835       
254        $-2564.50       -586.82         1322.780028     1022      
255        $-744.00        1226.07         6715.022079     914       
256        $-2002.75       -24.45          0.889960        1159      
257        $-2119.75       -140.60         41.691959       1279      
258        $-1340.00       632.88          756.167652      2462      
259        $-2000.50       -25.34          0.162385        1349      
260        $-2000.25       -23.66          17.398893       770       
261        $-1890.00       86.31           26.445780       1842      
262        $-2005.50       -24.03          0.170908        1065      
263        $-2746.25       -768.35         3495.405059     754       
264        $-1510.50       464.72          924.760456      1071      
265        $-2000.75       -24.65          2.962532        1283      
266        $-2004.25       -24.47          0.229378        1126      
267        $-2000.75       -24.80          0.284077        1470      
268        $-2267.50       -289.64         252.507460      1173      
269        $-1960.25       12.64           1.885089        3657      
270        $-2002.00       -25.93          0.050923        2093      
271        $-2266.25       -291.01         168.542380      1781      
272        $-2600.25       -625.07         1334.921942     1135      
273        $-2000.25       -24.97          0.370681        1218      
274        $-1673.25       304.22          463.459431      1044      
275        $-1906.75       63.93           6.484953        4711      
276        $-2001.50       -24.04          0.775655        947       
277        $-2001.75       -24.71          0.343314        1242      
278        $-2605.25       -627.41         1453.889361     1079      
279        $-1442.25       535.49          1270.588219     1046      
280        $-2367.25       -389.22         529.468426      988       
281        $-1395.00       581.16          1215.707504     1224      
282        $-1490.50       480.65          287.615304      3642      
283        $-2000.75       -25.00          4.051741        1079      
284        $-2563.25       -586.02         1160.068730     1102      
285        $-3276.50       -1298.16        6721.361306     1004      
286        $-1827.75       152.47          115.095266      1214      
287        $-2000.75       -24.20          1.008512        928       
288        $-2316.50       -340.08         373.785533      1047      
289        $-1693.25       286.42          408.673963      1022      
290        $-2003.25       -25.26          1.914461        1317      
291        $-2002.00       -25.18          0.080151        1400      
292        $-2001.75       -24.32          0.364342        1095      
293        $-1396.00       580.68          1197.459105     1323      
294        $-2002.00       -24.61          -0.019198       1319      
295        $-2001.75       -25.01          0.063364        1486      
296        $-2862.25       -887.22         2668.946433     1151      
297        $-1691.25       285.59          409.216722      1066      
298        $-2004.25       -28.10          -0.014586       2646      
299        $-1301.50       671.48          1323.720280     1653      
300        $-1718.00       257.16          128.580897      2632      
301        $-1849.75       125.69          67.763782       1351      
302        $-2215.25       -237.80         144.149953      1182      
303        $-2133.00       -157.01         40.156932       1763      
304        $-1677.00       301.26          474.579182      1222      
305        $-2377.50       -401.68         556.276301      996       
306        $-2452.25       -472.93         743.342326      1012      
307        $-2004.25       -24.14          0.410139        1012      
308        $-2149.25       -172.45         68.955185       1080      
309        $-1797.25       179.32          154.827903      1074      
310        $-1923.50       53.60           26.788531       1390      
311        $-3405.75       -1429.47        3630.320629     2271      
312        $-1876.75       99.14           58.380749       1089      
313        $-1937.50       38.91           26.847211       1191      
314        $-2683.25       -707.64         1872.745195     977       
315        $-2002.75       -24.52          0.600353        1143      
316        $-2004.25       -24.63          2.167736        1003      
317        $-2005.50       -24.51          1.164143        1082      
318        $-640.00        1334.41         3397.327569     2308      
319        $-2000.25       -24.41          0.970443        987       
320        $-764.25        1210.63         3135.557545     2106      
321        $-2094.00       -116.94         25.983569       1078      
322        $-1813.50       162.68          157.849307      1010      
323        $-2003.50       -24.40          0.107801        992       
324        $-2333.25       -358.09         397.569189      1184      
325        $-1298.25       677.01          757.669143      2815      
326        $-1353.25       624.36          1518.421026     1140      
327        $-2001.25       -24.51          0.273774        1111      
328        $-2020.25       -46.13          1.145354        1828      
329        $-2001.75       -24.84          2.288860        1113      
330        $-2003.00       -24.88          0.099893        1282      
331        $-1899.00       79.97           41.672676       1260      
332        $-2001.50       -24.82          3.954345        1233      
333        $-2199.25       -222.44         137.048783      1140      
334        $-2075.00       -98.84          12.296506       1919      
335        $-2002.50       -27.14          -0.020074       2851      
336        $-2411.25       -434.83         713.645385      1019      
337        $-1562.75       415.59          703.592182      1172      
338        $-1978.00       -4.30           0.862592        3016      
339        $-2004.50       -24.35          0.099942        984       
340        $-1460.00       517.77          1193.246594     1058      
341        $-3220.50       -1242.43        4845.048648     1336      
342        $-3281.75       -1306.49        5738.664089     1157      
343        $-1732.50       242.36          82.061269       3660      
344        $-2208.25       -232.02         127.741567      1347      
345        $-2423.75       -447.93         703.188103      1050      
346        $-2002.50       -24.37          0.596003        1055      
347        $-1838.25       137.36          64.153734       1971      
348        $-1377.50       599.35          823.877820      2048      
349        $-1698.75       277.15          363.557478      1024      
350        $-2102.25       -124.68         29.915920       1301      
351        $-2001.00       -24.39          0.096341        1151      
352        $-2005.50       -24.50          0.009383        1030      
353        $-2002.25       -24.48          0.055806        1223      
354        $-2401.50       -424.16         593.317207      1038      
355        $-1718.00       258.82          326.268751      1058      
356        $-2001.25       -24.15          0.529827        1046      
357        $-1531.00       443.96          440.608853      2050      
358        $-2421.25       -442.98         591.432044      1153      
359        $-2001.25       -24.13          0.521388        1105      
360        $-2297.50       -322.79         230.640501      1569      
361        $-1634.75       344.12          543.646603      1078      
362        $-2288.50       -311.89         311.078043      1067      
363        $-1673.75       306.32          407.450131      1115      
364        $-2002.00       -24.45          0.547005        1224      
365        $-1297.50       676.30          1075.111655     1874      
366        $-1445.00       533.40          1247.333665     1168      
367        $-2000.25       -24.26          0.171973        1085      
368        $-2001.00       -24.96          2.357307        1513      
369        $-2134.25       -157.14         56.674443       1187      
370        $-2002.25       -24.60          0.474847        1126      
371        $-2317.00       -339.69         354.915505      1169      
372        $-1732.00       244.74          241.386756      1160      
373        $-1574.25       400.86          630.115432      1147      
374        $-2212.50       -234.64         164.585197      1095      
375        $-1804.25       173.26          124.746987      1268      
376        $-2210.50       -232.41         162.654738      1039      
377        $-2080.75       -104.20         14.476963       1312      
378        $-1281.00       695.89          1471.015885     1351      
379        $-2147.50       -171.10         75.625220       1082      
380        $-1310.25       665.76          597.208892      3156      
381        $-1712.00       264.53          257.744778      1324      
382        $-2001.50       -25.16          3.178004        1447      
383        $-2722.75       -747.42         1282.377818     1861      
384        $-2137.00       -160.03         54.664587       1385      
385        $-1795.75       180.11          164.428590      1128      
386        $-2002.00       -24.46          0.058839        1168      
387        $-2003.25       -24.06          0.414041        981       
388        $-1296.00       679.43          1819.237106     1134      
389        $-1736.75       238.94          198.800346      1592      
390        $-1755.50       223.01          227.138005      1228      
391        $-760.50        1212.56         2210.611644     2811      
392        $-2291.00       -314.49         175.649376      2149      
393        $-1272.50       702.82          1468.062132     1456      
394        $-1407.50       567.21          490.936230      2835      
395        $-2138.75       -161.30         49.528908       1546      
396        $-1872.25       103.42          70.013186       1083      
397        $-2020.50       -44.51          1.665336        1389      
398        $-2201.75       -223.83         149.601618      1114      
399        $-807.75        1165.60         1850.382292     3008      
400        $-1910.25       66.57           36.228584       1074      
401        $-1829.00       148.04          96.455642       1302      
402        $-764.75        1210.21         2255.093821     2731      
403        $-2244.75       -268.02         256.011349      1094      
404        $-1760.25       218.45          238.972447      1108      
405        $-1295.75       679.99          1610.497605     1247      
406        $-1665.00       310.97          312.797518      1335      
407        $-1730.25       246.19          249.283003      1163      
408        $-826.00        1147.29         2767.385648     1990      
409        $-1838.50       142.03          97.004854       1131      
410        $-2470.25       -493.67         738.659359      1412      
411        $-2231.75       -254.07         143.324760      1738      
412        $-2002.50       -24.50          0.286536        1094      
413        $-1800.25       176.25          145.753636      967       
414        $-1734.75       241.93          239.683969      1183      
415        $-1732.25       245.27          238.821147      1125      
416        $-2002.25       -25.31          0.524630        1676      
417        $-1326.75       649.32          1674.313557     1057      
418        $-2001.00       -24.55          0.455532        1217      
419        $-1075.25       900.77          2723.954197     1157      
420        $-2174.50       -196.93         105.579236      1234      
421        $-610.00        1363.56         3974.101250     1935      
422        $-2002.00       -24.42          0.342455        1176      
423        $-2002.75       -27.84          -0.019636       2616      
424        $-2128.00       -152.70         37.844735       1816      
425        $-2001.75       -24.46          0.013718        1315      
426        $-1740.25       235.97          188.190093      1531      
427        $-1609.50       369.12          407.648755      1425      
428        $-2503.50       -525.61         839.749660      1265      
429        $-2001.75       -25.11          1.916323        1425      
430        $-2214.00       -237.64         146.888064      1218      
431        $-1243.50       731.56          1314.193444     1726      
432        $-1707.75       269.35          281.003761      1241      
433        $-2004.00       -25.22          1.838746        1599      
434        $-1752.75       219.31          99.939869       2760      
435        $-2027.00       -51.46          1.065899        2062      
436        $-2133.75       -159.86         31.931061       2209      
437        $-1843.25       131.58          34.597784       3211      
438        $-2000.50       -29.39          12.291420       3711      
439        $-2002.25       -24.77          0.602497        1326      
440        $-1729.50       241.32          87.647670       3789      
441        $-2105.25       -131.11         30.272336       1372      
442        $-2003.00       -24.70          -0.008667       1424      
443        $-2308.00       -331.52         320.619609      1234      
444        $-2248.75       -271.97         202.865639      1243      
445        $-2677.50       -700.56         1052.423636     2196      
446        $-2009.75       -33.46          0.386680        1276      
447        $-2003.00       -24.28          0.437401        1357      
448        $-1369.75       602.28          405.017103      3719      
449        $-2004.75       -24.13          0.112623        1074      
450        $-2001.50       -24.00          0.079579        1045      
451        $-2004.25       -24.33          0.058835        1147      
452        $-2003.50       -26.79          0.885122        1932      
453        $618.50         1330.15         1450.842969     5000      
454        $-2285.75       -310.66         262.804367      1270      
455        $-2205.50       -228.14         117.013538      1315      
456        $-2514.00       -536.69         857.354049      1216      
457        $-2270.25       -292.85         177.795093      1522      
458        $-1657.25       318.63          370.823162      1303      
459        $-2016.25       -41.45          0.392389        1837      
460        $-1831.25       146.96          90.847026       1349      
461        $-1385.25       586.22          357.389163      4177      
462        $-2453.25       -477.58         535.441795      1594      
463        $-1726.00       247.78          154.142935      2276      
464        $-2002.50       -26.52          0.840895        2749      
465        $-2001.75       -27.68          0.310728        3491      
466        $-1902.50       73.80           26.614354       1646      
467        $-1432.75       542.13          500.547567      2603      
468        $-2726.00       -746.52         1131.234213     1901      
469        $-2306.50       -330.61         193.520113      1800      
470        $-2002.75       -24.89          3.836859        1360      
471        $-2720.50       -743.55         1504.103525     1414      
472        $-1673.25       302.51          343.417079      1334      
473        $-2642.75       -667.04         1376.626644     1243      
474        $-1358.75       616.44          1105.823391     1584      
475        $-1619.00       360.25          498.623598      1196      
476        $-1514.00       463.26          709.957511      1291      
477        $-1776.00       200.79          165.679710      1199      
478        $-2002.00       -24.72          6.147947        2446      
479        $-2260.50       -284.32         228.771034      1281      
480        $-1990.50       -13.21          1.372782        1525      
481        $-1815.00       164.33          86.992256       1579      
482        $-1539.75       432.88          613.842379      1402      
483        $-2486.25       -507.56         859.685243      1211      
484        $-2328.50       -351.08         375.208468      1186      
485        $-2340.75       -362.79         370.982048      1337      
486        $-557.75        1415.45         5551.290808     1534      
487        $-2002.00       -25.07          9.164986        1336      
488        $-2001.25       -24.44          1.839571        1224      
489        $-1894.50       82.27           42.038318       1153      
490        $-2083.50       -105.29         18.723953       1201      
491        $-1840.50       135.52          80.395696       1359      
492        $-2045.25       -69.21          5.494357        1175      
493        $-1372.25       603.97          1088.180261     1504      
494        $-2259.75       -282.98         258.273228      1053      
495        $-2625.50       -648.94         1288.942520     1230      
496        $-2004.00       -25.49          2.236243        1724      
497        $-1970.75       5.77            7.215933        1123      
498        $-1718.25       259.54          342.799540      1015      
499        $-1728.50       252.47          296.079907      1131      
500        $-2145.50       -167.57         73.635701       1105      
501        $-1624.75       351.99          569.277269      1072      
502        $-1535.25       439.91          405.611839      2202      
503        $-1867.25       110.94          64.653255       1046      
504        $-2000.75       -24.21          0.617806        1072      
505        $-2000.25       -25.03          0.373299        1218      
506        $-2129.25       -152.60         57.133176       1195      
507        $-2133.00       -156.81         62.042803       1141      
508        $-840.25        1131.99         2934.175680     1952      
509        $-1388.50       585.24          626.541403      2368      
510        $-2001.25       -25.56          0.249663        1680      
511        $-595.75        1381.94         5988.334650     1358      
512        $-2001.50       -23.79          0.045674        1280      
513        $-1641.50       334.42          427.816498      1217      
514        $-2000.50       -24.24          0.203587        1109      
515        $-1538.50       438.83          621.031977      1382      
516        $-1891.25       87.94           44.940440       1176      
517        $-1409.00       566.63          1050.927630     1361      
518        $-1545.25       434.62          621.532642      1396      
519        $-2141.75       -164.50         63.460303       1313      
520        $-1936.25       40.98           12.621782       1205      
521        $-2615.25       -640.78         1182.775598     1320      
522        $-2157.75       -180.15         80.858695       1245      
523        $-2001.50       -24.81          0.277802        1186      
524        $-1498.25       476.03          746.423011      1367      
525        $-2002.75       -24.94          0.567916        1478      
526        $-665.50        1310.55         3791.924414     1832      
527        $-2491.50       -521.18         590.977987      1747      
528        $-1472.00       507.29          696.132397      1680      
529        $-629.25        1346.16         4897.819025     1449      
530        $-2415.50       -441.97         424.248299      2015      
531        $-2002.50       -25.27          0.723848        1483      
532        $-696.50        1280.29         5254.494550     1218      
533        $-2002.50       -24.94          26.433711       1376      
534        $-2000.75       -25.43          0.765758        1770      
535        $-570.00        1404.03         3681.905559     2194      
536        $-2152.75       -176.51         78.374746       1198      
537        $-2002.25       -24.61          0.036540        1312      
538        $-1754.00       222.78          198.534590      1304      
539        $166.50         1400.42         1616.838253     5000      
540        $-1739.00       237.91          199.154431      1357      
541        $-2003.00       -25.11          0.225701        1603      
542        $-1680.25       296.63          355.133507      1180      
543        $-1411.50       560.98          531.278259      2437      
544        $-1340.25       633.85          705.756600      2419      
545        $-1773.75       202.92          125.013210      1626      
546        $-695.75        1277.74         2203.915750     3110      
547        $-2134.50       -162.63         34.041353       2148      
548        $-2333.75       -357.62         324.871297      1457      
549        $-1755.75       222.78          154.927717      1472      
550        $-1403.25       571.79          609.050578      2418      
551        $-1684.75       291.55          248.516314      1805      
552        $-1595.25       382.46          331.117705      2029      
553        $-1593.75       379.58          353.389518      1795      
554        $-1744.25       233.05          176.807964      1460      
555        $-2101.50       -122.11         31.195498       1314      
556        $-2346.00       -372.90         291.922443      1709      
557        $-1386.50       589.27          932.010606      1349      
558        $-1301.25       673.57          1391.391699     1275      
559        $-2646.75       -669.88         1456.897677     1398      
560        $-1758.00       217.86          151.219270      1862      
561        $-1807.75       167.44          94.164567       1461      
562        $-2043.25       -67.48          4.565905        1640      
563        $-1691.50       284.26          279.287281      1280      
564        $-1272.50       703.22          1311.432019     1466      
565        $-2144.00       -168.79         48.528658       1636      
566        $-1881.50       95.16           37.370716       1477      
567        $-1690.75       287.57          211.695840      1593      
568        $-2547.25       -570.56         996.223237      1366      
569        $-2005.00       -26.17          1.117015        1705      
570        $-1744.50       233.10          209.140293      1284      
571        $-2608.25       -631.43         1865.889323     878       
572        $-1933.25       43.85           13.892359       1332      
573        $-2002.50       -24.58          0.653595        1174      
574        $-1515.00       460.78          856.743985      1136      
575        $-1908.25       68.86           21.721728       1368      
576        $-1894.25       85.70           45.792689       968       
577        $-1262.50       714.42          1027.352342     1914      
578        $-2237.25       -260.93         231.646244      1035      
579        $-1418.25       556.96          836.603383      1542      
580        $-601.50        1370.25         4117.973732     1937      
581        $-2001.50       -25.13          0.614816        1196      
582        $-2337.75       -359.83         480.325172      1008      
583        $-2002.75       -24.95          0.096550        1732      
584        $-1393.50       585.19          1023.863912     1427      
585        $-2000.25       -24.43          1.588654        1277      
586        $-2099.25       -123.25         32.599764       1271      
587        $-746.50        1226.41         3609.058810     1749      
588        $-1672.25       306.71          395.205903      1037      
589        $-1614.00       362.68          490.357395      1231      
590        $-2004.50       -24.29          41.506359       884       
591        $-2002.75       -16.48          0.342141        2653      
592        $-2116.25       -154.13         21.543404       3167      
593        $-741.00        1238.98         6476.247216     993       
594        $-1762.25       211.21          124.785054      1802      
595        $-539.50        1440.25         9337.748833     888       
596        $-3234.75       -1258.29        7391.353159     946       
597        $-1865.25       111.35          62.846122       1302      
598        $-2001.75       -24.59          6.385450        1127      
599        $-793.25        1184.37         5169.026282     1093      
600        $-781.25        1195.01         4912.912092     1180      
601        $-1610.25       366.15          524.696876      1127      
602        $-1515.00       461.36          671.836292      1320      
603        $-746.25        1227.92         4099.813060     1532      
